# nb_processes 4096 8192 16384 32768
1  6.094484e+00 2.405189e+01 9.500214e+01 3.828226e+02
2  3.216946e+00 1.212322e+01 4.786380e+01 1.936610e+02
4  1.659450e+00 6.172097e+00 2.399991e+01 9.609093e+01
8  6.836740e-01 3.200482e+00 1.203703e+01 7.699014e+01
