# nb_procs 4096 8192 16384 32768
1  5.810750e+00 2.355245e+01 9.403594e+01 3.756824e+02
2  2.951026e+00 1.196379e+01 4.774395e+01 1.909840e+02
4  1.570856e+00 6.189865e+00 2.486782e+01 9.868775e+01
8  9.832890e-01 4.010814e+00 1.661331e+01 6.752559e+01
16  9.500490e-01 2.790089e+00 1.030465e+01 4.860979e+01
