#number_procs   8192_seq        8192_OMP_static 8192_OMP_guided,8   32768_seq       32768_OMP_static    32769_OMP_guided,8
1               2.396040e+01    2.366282e+01    2.358201e+01        3.792234e+02    3.766846e+02        3.778423e+02
2               2.396040e+01    1.197904e+01    1.270060e+01        3.792234e+02    1.936006e+02        2.004470e+02
4               2.396040e+01    6.178551e+00    6.188548e+00        3.792234e+02    9.992817e+01        1.020672e+02
8               2.396040e+01    4.012504e+00    3.939126e+00        3.792234e+02    7.199446e+01        7.095694e+01
16              2.396040e+01    2.782114e+00    3.159395e+00        3.792234e+02    4.633993e+01        4.905342e+01
