# block_size 512 512_noblock 1024 1024_noblock 2048 2048_noblock 4096 4096_noblock 8192 8192_noblock 16384 16384_noblock 32768 32768_noblock
256  1.069390e-01 9.550500e-02 4.076120e-01 3.390550e-01 1.929824e+00 1.559041e+00 7.945353e+00 5.966727e+00 3.192245e+01 2.639103e+01 1.296143e+02 1.051948e+02 5.249591e+02 4.247942e+02
512  9.556200e-02 9.550500e-02 3.633230e-01 3.390550e-01 1.767809e+00 1.559041e+00 6.952062e+00 5.966727e+00 2.762963e+01 2.639103e+01 1.101450e+02 1.051948e+02 4.429563e+02 4.247942e+02
1024  9.578200e-02 9.550500e-02 3.397160e-01 3.390550e-01 1.668481e+00 1.559041e+00 6.438324e+00 5.966727e+00 2.533565e+01 2.639103e+01 1.003666e+02 1.051948e+02 4.036584e+02 4.247942e+02
2048  9.599000e-02 9.550500e-02 3.398340e-01 3.390550e-01 1.570304e+00 1.559041e+00 6.138209e+00 5.966727e+00 2.502056e+01 2.639103e+01 9.566353e+01 1.051948e+02 3.846479e+02 4.247942e+02
4096  9.579800e-02 9.550500e-02 3.405420e-01 3.390550e-01 1.575649e+00 1.559041e+00 5.956250e+00 5.966727e+00 2.391237e+01 2.639103e+01 9.505778e+01 1.051948e+02 3.820641e+02 4.247942e+02
8192  9.582200e-02 9.550500e-02 3.400070e-01 3.390550e-01 1.571399e+00 1.559041e+00 5.936368e+00 5.966727e+00 2.637958e+01 2.639103e+01 1.059179e+02 1.051948e+02 4.251408e+02 4.247942e+02
16384  9.566200e-02 9.550500e-02 3.395390e-01 3.390550e-01 1.573243e+00 1.559041e+00 5.934880e+00 5.966727e+00 2.639201e+01 2.639103e+01 1.052599e+02 1.051948e+02 4.224021e+02 4.247942e+02
32768  9.581400e-02 9.550500e-02 3.390160e-01 3.390550e-01 1.572156e+00 1.559041e+00 5.954751e+00 5.966727e+00 2.638147e+01 2.639103e+01 1.053483e+02 1.051948e+02 4.246961e+02 4.247942e+02
